Ticker,Signal,Price,1d,5d,1mo,3mo,6mo,YTD,1y,RVOL,RSI,ShortRatio,High52,Low52,SMA50,SMA200,BB_Upper,BB_Lower,Is_Squeeze,BB_Width,GC_Just_Now,DC_Just_Now,Above_SMA50
COP,,120.45999908447266,-0.0746611074298466,-3.276057331830325,-0.33244123051482755,9.734351946366509,39.81893508332231,26.473238448764587,46.088369913717834,0.614143269890234,43.837337344273166,2.63,132.81297302246094,81.86651611328125,122.91229293823243,101.83242443084717,128.48692712714282,113.04576406548414,False,0.12785981877164662,False,False,False
CSX,🐂🤐🚀,45.52000045776367,-0.8278890097661233,-1.4718621081090142,0.2422387375494153,7.534520814320568,36.100732011651964,25.916492705887766,49.945228777839944,0.8897933162140786,56.87285054438128,2.97,46.20000076293945,30.357751846313477,42.91619979858398,37.865712547302245,46.4273807545056,44.114619443858665,True,0.051087038182943,False,False,True
CIBR,🐂🔥🚀,84.27999877929688,2.592814624290636,4.152249983170453,25.342060465336345,37.100601769577615,18.40417076871216,19.44899313241829,19.299921249672234,1.083340962495041,90.02752465575264,0.0,84.27999877929688,60.7400016784668,68.491654586792,71.24951828002929,85.84137888121761,63.255622003792176,False,0.3029672863083889,False,False,True
NU,🐻,12.729999542236328,-3.2674795604981717,3.5801430573557123,-12.267406330583343,-22.988511715424057,-16.906006554705797,-25.205645124236533,6.171808050411273,0.9887021691253461,33.09692889920771,3.61,18.760000228881836,11.899999618530273,14.118200016021728,15.477500014305114,15.249691719554278,11.852308135487228,False,0.2507109144888487,False,False,False
PLUG,🐂,3.7799999713897705,0.0,9.565215047681297,20.382160672097395,97.90576112292906,100.0,69.50672372461564,384.61539872299335,0.8024341965278254,63.82978334854308,4.68,4.130000114440918,0.7799999713897705,2.909400005340576,2.412850000858307,3.9795545678313413,2.821445407373126,False,0.3405702586915235,False,False,True
STLA,🤐,7.610000133514404,0.6613781893294566,2.6990592472433534,-5.5831298098579385,-2.0592001004487854,-17.551457086306808,-33.36252116747774,-23.053590805461344,1.3089388959880681,60.392162142603496,3.5,12.119999885559082,6.329999923706055,7.478999996185303,9.24390001296997,8.004656717476365,7.032343223395826,True,0.12932280347194597,False,False,True
WDAY,⚡,128.13999938964844,5.162085346158815,-0.5741817699626345,6.997325571091323,-1.6048501930870172,-40.89755969162903,-37.73263833510064,-46.161924983377915,2.2527250959555545,50.22127802103114,5.31,252.89999389648438,112.5,125.67620040893554,187.62689990997313,132.9453423586269,115.45765904518169,False,0.14080090187812916,False,False,True
FINX,🐂🛒🤐,24.816999435424805,-0.2652412742803118,-0.3533477165005296,-3.8845866431225082,6.465036482236987,-11.399973511079214,-15.82036336086969,-17.273360248794333,1.28,33.31483302902184,0.0,35.084774017333984,22.25,24.7156201171875,28.98623394012451,26.248435632471526,24.478464849706207,True,0.06978430639132692,False,False,True
DOCU,🐂,49.529998779296875,1.143552265947257,1.0403882431062499,7.161396519200257,15.58926614480538,-22.621469885466116,-23.62374719397686,-41.4608220990402,0.7677780101039398,54.25866843562771,4.64,93.83999633789062,41.75,47.006799850463864,60.97920000076294,50.57116259116576,44.166837134176035,False,0.13520077425229002,False,False,True
BPRE,🐻,14.949999809265137,-0.6644543535041891,-4.929308954664032,-6.055463685795593,-11.981094943585223,0.0,0.2404561991998392,5.354767457482134,1.0364096010149537,32.85307713274125,0.61,17.840850830078125,13.610960960388184,16.254221744537354,0.0,16.911979431014363,14.938072067398725,False,0.12395002649926558,False,False,False
JPM,🐂,306.3800048828125,1.1155131626443893,1.878759581710399,-0.6163208459867078,3.581566565621059,3.672175080742663,-4.959740143681338,19.803039891188167,0.7501219565024947,48.79576261229952,2.93,332.90625,255.73641967773438,301.2153558349609,303.2586511230469,316.7115358741825,294.18746925277065,False,0.07374072123994065,False,False,True
